"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"García-Sánchez I.-M.; Cunha-Araujo D.-J.; Amor-Esteban V.; Enciso-Alfaro S.-Y.","García-Sánchez, Isabel-María (57193363767); Cunha-Araujo, Davi-Jonatas (58844625900); Amor-Esteban, Víctor (57196276446); Enciso-Alfaro, Saudi-Yulieth (57932331000)","57193363767; 58844625900; 57196276446; 57932331000","Leadership and Agenda 2030 in the Context of Big Challenges: Sustainable Development Goals on the Agenda of the Most Powerful CEOs","2024","Administrative Sciences","14","7","146","","","","3","10.3390/admsci14070146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199929744&doi=10.3390%2fadmsci14070146&partnerID=40&md5=b25ae151b3dc4eed67ae9920f2691b70","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199929744"
"Liu W.; Jing K.","Liu, Wenling (58564581500); Jing, Kui (57218563034)","58564581500; 57218563034","ESG portfolio for TDFs with time-varying higher moments and cardinality constraint","2024","International Transactions in Operational Research","31","6","","4270","4295","25","0","10.1111/itor.13364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169903110&doi=10.1111%2fitor.13364&partnerID=40&md5=bd44047b30f9307b883d80ef52cc24c9","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85169903110"
"Doaei M.; Dehnad K.; Dehnad M.","Doaei, Meysam (58141346800); Dehnad, Kazem (58141258000); Dehnad, Mahdi (58141258100)","58141346800; 58141258000; 58141258100","A hybrid approach based on multi-criteria decision making and data-driven optimization in solving portfolio selection problem","2024","OPSEARCH","","","","","","","0","10.1007/s12597-024-00776-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195186517&doi=10.1007%2fs12597-024-00776-y&partnerID=40&md5=a1897503c5f3ab6776e8d29eae7b63db","Article","Article in press","","Scopus","2-s2.0-85195186517"
"Saadaoui Mallek R.; Albaity M.; Ur-Rehman I.; Thangavelu S.","Saadaoui Mallek, Ray (57191996733); Albaity, Mohamed (54400710300); Ur-Rehman, Ijaz (57195761890); Thangavelu, Shanmugam (58542354300)","57191996733; 54400710300; 57195761890; 58542354300","The puzzle of convex/concave ESG returns and large banks in MENA region countries","2024","Borsa Istanbul Review","24","3","","618","633","15","2","10.1016/j.bir.2024.03.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188632921&doi=10.1016%2fj.bir.2024.03.007&partnerID=40&md5=1376eecdff3e51c774afa5a1e5932174","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188632921"
"de Aguiar T.R.S.; Haque S.; McCann L.","de Aguiar, Thereza Raquel Sales (56029258300); Haque, Shamima (36650702100); McCann, Laura (56239486600)","56029258300; 36650702100; 56239486600","Mapping accounting literature on climate finance: identifying research gaps and reflections on future research","2024","Accounting Research Journal","37","3","","249","269","20","2","10.1108/ARJ-06-2023-0162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192459689&doi=10.1108%2fARJ-06-2023-0162&partnerID=40&md5=ea47ee7c9af3da81cc74c0835e11a2bc","Review","Final","","Scopus","2-s2.0-85192459689"
"Li L.; Wang M.; Zhou X.","Li, Liang (55730962200); Wang, Mingxu (58750047900); Zhou, Xiaohao (57461038500)","55730962200; 58750047900; 57461038500","Creating value beyond commercial outcomes: The ESG practices of online marketplaces for sustainable development","2023","Electronic Markets","33","1","62","","","","3","10.1007/s12525-023-00682-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178882354&doi=10.1007%2fs12525-023-00682-z&partnerID=40&md5=031fde6fd0a50a5df847ef3cd49fcf07","Article","Final","","Scopus","2-s2.0-85178882354"
"ElBannan M.A.","ElBannan, Mona A. (56925275300)","56925275300","Returns behavior of ESG ETFs in the COVID-19 market crash: Are green funds more resilient?","2024","Journal of Corporate Accounting and Finance","35","2","","187","223","36","2","10.1002/jcaf.22680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177828740&doi=10.1002%2fjcaf.22680&partnerID=40&md5=945d5015e4fbeb45dc37b0301491c234","Article","Final","","Scopus","2-s2.0-85177828740"
"Lizovskaya V.V.; Moldovan A.A.","Lizovskaya, Veronika V. (57217078544); Moldovan, Artem A. (57983987600)","57217078544; 57983987600","CSR and ESG Transformation of Russian Brands: Cases of Food Industry Companies","2024","Springer Proceedings in Business and Economics","","","","389","399","10","0","10.1007/978-3-031-56380-5_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199491491&doi=10.1007%2f978-3-031-56380-5_35&partnerID=40&md5=99c30c7845e56c7068d8417f81cc6daa","Conference paper","Final","","Scopus","2-s2.0-85199491491"
"Popescu I.-S.; Schaubroeck T.; Gibon T.; Petucco C.; Benetto E.","Popescu, Ioana-Stefania (57219371742); Schaubroeck, Thomas (55189248100); Gibon, Thomas (56117208900); Petucco, Claudio (55820457100); Benetto, Enrico (24334369400)","57219371742; 55189248100; 56117208900; 55820457100; 24334369400","Investment funds are responsible for substantial environmental and social impacts","2024","Communications Earth and Environment","5","1","355","","","","0","10.1038/s43247-024-01479-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197260672&doi=10.1038%2fs43247-024-01479-4&partnerID=40&md5=bb7b8ecee24b17f51002ab1011c5428e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197260672"
"Chenguel M.B.; Mansour N.","Chenguel, Mohamed Bechir (57266048800); Mansour, Nadia (57223003268)","57266048800; 57223003268","Green finance: between commitment and illusion","2024","Competitiveness Review","34","1","","179","192","13","2","10.1108/CR-10-2022-0162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151971431&doi=10.1108%2fCR-10-2022-0162&partnerID=40&md5=c83ae87c326a5dcbef26baa7cc889c2f","Review","Final","","Scopus","2-s2.0-85151971431"
"Jindal A.; Hishikar S.; Shrimali G.","Jindal, Abhinav (57220835225); Hishikar, Saket (57219439287); Shrimali, Gireesh (14008286800)","57220835225; 57219439287; 14008286800","Examining the portfolio carbon footprint of Indian banking system","2024","Journal of Cleaner Production","459","","142393","","","","0","10.1016/j.jclepro.2024.142393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193202913&doi=10.1016%2fj.jclepro.2024.142393&partnerID=40&md5=4659a94ece70cc1e59460309cfb20d5c","Article","Final","","Scopus","2-s2.0-85193202913"
"Aruga K.","Aruga, Kentaka (41960939400)","41960939400","Comparing the willingness to invest returns among green, sustainability, and blue bonds","2024","Journal of Environmental Management","364","","121458","","","","0","10.1016/j.jenvman.2024.121458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195691214&doi=10.1016%2fj.jenvman.2024.121458&partnerID=40&md5=6cbe457f8e86dbb9ceadd89748704afe","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85195691214"
"Derbali A.M.S.","Derbali, Abdelkader Mohamed Sghaier (57886775600)","57886775600","Recent developments in financial management and economics","2024","Recent Developments in Financial Management and Economics","","","","1","436","435","0","10.4018/979-8-3693-2683-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190881241&doi=10.4018%2f979-8-3693-2683-1&partnerID=40&md5=9646f1c0da69a203b0053faf024fbea6","Book","Final","","Scopus","2-s2.0-85190881241"
"Jin I.","Jin, Ick (57203160813)","57203160813","Systematic ESG risk and hedge fund","2024","Quantitative Finance and Economics","8","2","","387","409","22","0","10.3934/QFE.2024015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196915693&doi=10.3934%2fQFE.2024015&partnerID=40&md5=c65bc91d3f5670ae7434dd7467984fad","Article","Final","","Scopus","2-s2.0-85196915693"
"Liu X.; Liang W.; Fu Y.; Huang G.Q.","Liu, Xinlai (57204569405); Liang, Wenbiao (57855356800); Fu, Yelin (56123565300); Huang, George Q. (7403425048)","57204569405; 57855356800; 56123565300; 7403425048","Dual Environmental, Social, and Governance (ESG) Index for Corporate Sustainability Assessment Using Blockchain Technology","2024","Sustainability (Switzerland) ","16","10","4272","","","","0","10.3390/su16104272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194408724&doi=10.3390%2fsu16104272&partnerID=40&md5=2f79f5a8a8da8a0bfe967b70f4e11a5d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194408724"
"Cregan C.; Kelly J.A.; Clinch J.P.","Cregan, Charlie (58571923900); Kelly, J. Andrew (57191222136); Clinch, J. Peter (58571924000)","58571923900; 57191222136; 58571924000","Do environmental and climate scores for financial institutions reflect lending and underwriting activity? A case study of global banks","2024","Business Strategy and the Environment","","","","","","","1","10.1002/bse.3833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194850426&doi=10.1002%2fbse.3833&partnerID=40&md5=40764062e68b151622dcbc32cff7d5f9","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85194850426"
"Scholtens B.; Willard F.","Scholtens, Bert (17344623500); Willard, Fabian (59221742900)","17344623500; 59221742900","One size does not fit all: Responsible investor motivation and investment performance","2024","Corporate Social Responsibility and Environmental Management","","","","","","","0","10.1002/csr.2905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198753477&doi=10.1002%2fcsr.2905&partnerID=40&md5=e02ebbfa6b7f03c5e5e806e684b40c4e","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85198753477"
"Li Q.; Watts E.M.; Zhu C.","Li, Qianqian (58154364900); Watts, Edward M. (57215818326); Zhu, Christina (7403439732)","58154364900; 57215818326; 7403439732","Retail investors and ESG news","2024","Journal of Accounting and Economics","","","101719","","","","1","10.1016/j.jacceco.2024.101719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199963524&doi=10.1016%2fj.jacceco.2024.101719&partnerID=40&md5=4a9e2bca92594d7cf10e66b5800c4b97","Article","Article in press","","Scopus","2-s2.0-85199963524"
"Geczy C.C.; Guerard J.B., Jr.","Geczy, Christopher C. (7006125351); Guerard, John B. (6701919046)","7006125351; 6701919046","Price momentum, earnings forecasting, and valuation: Implications for inefficient markets","2024","Handbook Of Investment Analysis, Portfolio Management, And Financial Derivatives (In 4 Volumes)","4-4","","","3369","3386","17","0","10.1142/9789811269943_0102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201498675&doi=10.1142%2f9789811269943_0102&partnerID=40&md5=d806fff5587d6fa86e5c88966a0d6ea6","Book chapter","Final","","Scopus","2-s2.0-85201498675"
"Chen L.; Johari J.B.; Said R.M.","Chen, Lin (59134372200); Johari, Jalila Binti (57211312747); Said, Ridzwana Mohd (55637863700)","59134372200; 57211312747; 55637863700","DO GREEN FUNDS CONTRIBUTE TO CORPORATE ENVIRONMENTAL PERFORMANCE? EMPIRICAL EVIDENCE FROM CHINA; [AR ŽALIEJI FONDAI PRISIDEDA PRIE ĮMONIŲ APLINKOSAUGOS VEIKSMINGUMO? EMPIRINIAI ĮRODYMAI IŠ KINIJOS]","2024","Transformations in Business and Economics","23","1","","259","280","21","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193617863&partnerID=40&md5=1c17aee29a5cc0ac932e717fa08d19e9","Article","Final","","Scopus","2-s2.0-85193617863"
"Yamahaki C.; Marchewitz C.","Yamahaki, Camila (57188553100); Marchewitz, Catherine (58569217300)","57188553100; 58569217300","Collaborative investor engagement with policymakers: changing the rules of the game?","2024","Qualitative Research in Financial Markets","","","","","","","0","10.1108/QRFM-08-2023-0201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189133095&doi=10.1108%2fQRFM-08-2023-0201&partnerID=40&md5=62f4571c3e71e82dee5012258926a983","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85189133095"
"Marti E.; Fuchs M.; DesJardine M.R.; Slager R.; Gond J.-P.","Marti, Emilio (56233517100); Fuchs, Martin (57705264200); DesJardine, Mark R. (57204997939); Slager, Rieneke (55116287200); Gond, Jean-Pascal (8641107200)","56233517100; 57705264200; 57204997939; 55116287200; 8641107200","The Impact of Sustainable Investing: A Multidisciplinary Review","2024","Journal of Management Studies","61","5","","2181","2211","30","11","10.1111/joms.12957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161425795&doi=10.1111%2fjoms.12957&partnerID=40&md5=0422fd72033277da6858c9e420132d53","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85161425795"
"Florea N.V.; Croitoru G.; Robescu V.O.; Florea D.; Croitoru M.B.","Florea, Nicoleta Valentina (56196560100); Croitoru, Gabriel (36182980000); Robescu, Valentina Ofelia (37023259300); Florea, Daria (59135584600); Croitoru, Mihai Bogdan (59135653400)","56196560100; 36182980000; 37023259300; 59135584600; 59135653400","Financial sustainability and the wellbeing of the elder Romanian population using pension modelling: A social and economic impact factor-based analysis","2024","Social and Ethical Implications of AI in Finance for Sustainability","","","","41","88","47","0","10.4018/979-8-3693-2881-1.ch002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193678169&doi=10.4018%2f979-8-3693-2881-1.ch002&partnerID=40&md5=500914ea7c6e5b41e08a038feb50e8e8","Book chapter","Final","","Scopus","2-s2.0-85193678169"
"Pramanik S.","Pramanik, Sabyasachi (58173550600)","58173550600","A socioeconomic effect analysis of the financial sustainable development of the elder romanian population through pension modelling","2024","Recent Developments in Financial Management and Economics","","","","350","384","34","1","10.4018/979-8-3693-2683-1.ch019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190899686&doi=10.4018%2f979-8-3693-2683-1.ch019&partnerID=40&md5=d51a7f302d4a4c23b1db277498df20e2","Book chapter","Final","","Scopus","2-s2.0-85190899686"
"Wang J.; Qi B.; Li Y.; Hossain M.I.; Tian H.","Wang, Junkai (58244973100); Qi, Baolei (55440310200); Li, Yan (58408260000); Hossain, Muhammad Istiaque (58844519800); Tian, Haowen (57214234246)","58244973100; 55440310200; 58408260000; 58844519800; 57214234246","Does institutional commitment affect ESG performance of firms? Evidence from the United Nations principles for responsible investment","2024","Energy Economics","130","","107302","","","","5","10.1016/j.eneco.2024.107302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183185823&doi=10.1016%2fj.eneco.2024.107302&partnerID=40&md5=42c026dbf6c3cdcf145ae52a60167ba1","Article","Final","","Scopus","2-s2.0-85183185823"
"Singhania M.; Swami D.","Singhania, Monica (36158704400); Swami, Deepika (14520130600)","36158704400; 14520130600","Impact investing: Scientometric review and research agenda","2024","Business Ethics, the Environment and Responsibility","33","3","","251","286","35","3","10.1111/beer.12599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173065687&doi=10.1111%2fbeer.12599&partnerID=40&md5=2b11343f65676dcc735fc2b6b245893b","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85173065687"
"Silchenkov I.; Akhmetshin E.; Zolotova Y.; Кhaliapin A.; Khatsenko A.; Baldina E.","Silchenkov, Ivan (59254062700); Akhmetshin, Elvir (56027651200); Zolotova, Yana (58963874700); Кhaliapin, Alexey (58777479600); Khatsenko, Alexander (57195259284); Baldina, Ekaterina (57203637499)","59254062700; 56027651200; 58963874700; 58777479600; 57195259284; 57203637499","DEVELOPING RESPONSIBLE INVESTMENT PRINCIPLES UNDER THE TRANSFORMATION OF THE CONCEPT OF SUSTAINABLE DEVELOPMENT; [DESENVOLVIMENTO DE PRINCÍPIOS DE INVESTIMENTO RESPONSÁVEL SOB A TRANSFORMAÇÃO DO CONCEITO DE DESENVOLVIMENTO SUSTENTÁVEL]","2024","Revista Juridica","1","77","","722","736","14","0","10.26668/revistajur.2316-753X.v1i77.6656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200877467&doi=10.26668%2frevistajur.2316-753X.v1i77.6656&partnerID=40&md5=2838be855c7e477758315f755834ee41","Article","Final","","Scopus","2-s2.0-85200877467"
"Kuang W.","Kuang, Wei (57219056769)","57219056769","The heterogeneity of the diversification effect of sustainable development goals related exchange-traded funds","2024","Journal of Sustainable Finance and Investment","14","2","","366","387","21","1","10.1080/20430795.2021.1992336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118122305&doi=10.1080%2f20430795.2021.1992336&partnerID=40&md5=094f50d75c03020a7a2961fdd42f8a10","Article","Final","","Scopus","2-s2.0-85118122305"
"Joshi H.T.; Dangi M.","Joshi, Heena Thanki (57219452469); Dangi, Meghna (57201802712)","57219452469; 57201802712","Are Retail Investors in Emerging Economies SRI Ready?","2024","Management and Labour Studies","49","2","","256","274","18","0","10.1177/0258042X231196666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176362307&doi=10.1177%2f0258042X231196666&partnerID=40&md5=b756e0ccc096f0bb6cd19d515d5a8a12","Article","Final","","Scopus","2-s2.0-85176362307"
"Shroff S.; Soni R.","Shroff, Sumita (58891862600); Soni, Rajkumari (59137396300)","58891862600; 59137396300","Do ESG Disclosures Create Value for Investors of Nifty 500 Firms?","2024","Finance India","38","1","","45","74","29","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193836869&partnerID=40&md5=e0b3cf6f85307d880243b966fdb9329f","Article","Final","","Scopus","2-s2.0-85193836869"
"Dkhili H.","Dkhili, Hichem (56067293700)","56067293700","Does environmental, social and governance (ESG) affect market performance? The moderating role of competitive advantage","2024","Competitiveness Review","34","2","","327","352","25","13","10.1108/CR-10-2022-0149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151479464&doi=10.1108%2fCR-10-2022-0149&partnerID=40&md5=2bb652c8281a5bf762bfabad252dca99","Article","Final","","Scopus","2-s2.0-85151479464"
"O’sullivan N.","O’sullivan, Niamh (57713681700)","57713681700","Sustainable Investment","2024","Concise Encyclopedia of Corporate Social Responsibility","","","","207","214","7","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191629134&partnerID=40&md5=02a17f6d646efd48c901a39bb92f28fc","Book chapter","Final","","Scopus","2-s2.0-85191629134"
"Lim T.","Lim, Tristan (57219120508)","57219120508","Environmental, social, and governance (ESG) and artificial intelligence in finance: State-of-the-art and research takeaways","2024","Artificial Intelligence Review","57","4","76","","","","3","10.1007/s10462-024-10708-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186144787&doi=10.1007%2fs10462-024-10708-3&partnerID=40&md5=d6cd2ee5592a44628bf768f9d7401ae6","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85186144787"
"Hornuf L.; Yüksel G.","Hornuf, Lars (35621810000); Yüksel, Gül (57670083000)","35621810000; 57670083000","The performance of socially responsible investments: A meta-analysis","2024","European Financial Management","30","2","","1012","1061","49","9","10.1111/eufm.12439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161997003&doi=10.1111%2feufm.12439&partnerID=40&md5=42ab5131bf4adf7a9ed44a00a13d11b4","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85161997003"
"Wahyudhi W.S.; Sanny L.; Simatupang B.; Furinto A.","Wahyudhi, Widhi Setya (58148333900); Sanny, Lim (55802562700); Simatupang, Boto (57194554653); Furinto, Asnan (35264335800)","58148333900; 55802562700; 57194554653; 35264335800","The influences of sustainability practices and IT capability on project operational performance through supply chain resilience in Indonesia's coal mining contractors","2024","Uncertain Supply Chain Management","12","4","","2167","2182","15","0","10.5267/j.uscm.2024.6.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199405919&doi=10.5267%2fj.uscm.2024.6.013&partnerID=40&md5=056abc9cc0d35c677848341dec782908","Article","Final","","Scopus","2-s2.0-85199405919"
"Eitrem A.; Meidell A.; Modell S.","Eitrem, Anna (58983290800); Meidell, Anita (57192371435); Modell, Sven (7003347906)","58983290800; 57192371435; 7003347906","The use of institutional theory in social and environmental accounting research: a critical review","2024","Accounting and Business Research","","","","","","","1","10.1080/00014788.2024.2328934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190282730&doi=10.1080%2f00014788.2024.2328934&partnerID=40&md5=ae0079afab0ae6b2715c0951e5a80bcb","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85190282730"
"Majumder S.; Dey N.","Majumder, Soumi (57220810360); Dey, Nilanjan (59202214700)","57220810360; 59202214700","A notion of enterprise risk management: Enhancing strategies and wellbeing programs","2024","A Notion of Enterprise Risk Management: Enhancing Strategies and Wellbeing Programs","","","","1","122","121","0","10.1108/9781837977352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197437481&doi=10.1108%2f9781837977352&partnerID=40&md5=1173ef5c115bf3cdaeeea21a61a0d9a7","Book","Final","","Scopus","2-s2.0-85197437481"
"De Falco S.E.; Montera R.; Leo S.; Laviola F.; Vito P.; Sardanelli D.; Basile G.; Nevi G.; Alaia R.","De Falco, Salvatore Esposito (57219594913); Montera, Raffaella (56490682400); Leo, Sabrina (57104759600); Laviola, Francesco (57222051778); Vito, Pietro (57205022856); Sardanelli, Domenico (57202300953); Basile, Gianpaolo (55343851700); Nevi, Giulia (58132849900); Alaia, Raffaele (58925798200)","57219594913; 56490682400; 57104759600; 57222051778; 57205022856; 57202300953; 55343851700; 58132849900; 58925798200","Trends and patterns in ESG research: A bibliometric odyssey and research agenda","2024","Corporate Social Responsibility and Environmental Management","","","","","","","2","10.1002/csr.2744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187105806&doi=10.1002%2fcsr.2744&partnerID=40&md5=a131cf162f4d47b060a75681daa65853","Review","Article in press","","Scopus","2-s2.0-85187105806"
"de Abreu Passos G.; de Campos-Rasera P.P.","de Abreu Passos, Gabriela (57373861400); de Campos-Rasera, Paula Pontes (57374395100)","57373861400; 57374395100","Do ESG Controversies Influence Firm Value? An Analysis with Longitudinal Data in Different Countries; [As Controvérsias ESG Influenciam o Valor das Empresas? Uma Análise com Dados Longitudinais em Diferentes Países]","2024","Brazilian Business Review","21","4","e20221326","","","","0","10.15728/bbr.2022.1326.en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198084794&doi=10.15728%2fbbr.2022.1326.en&partnerID=40&md5=8c4944b4baecd3e981588027e394928d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198084794"
"Lu Y.; Sun Y.","Lu, Yuzhong (57221392106); Sun, Yanqi (57219112697)","57221392106; 57219112697","Mediation path study on the effect of venture capital support on firm's corporate social responsibility","2024","Kybernetes","53","1","","467","491","24","0","10.1108/K-05-2022-0768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142644666&doi=10.1108%2fK-05-2022-0768&partnerID=40&md5=f9dc757a82fe6ee890b884b87384c502","Article","Final","","Scopus","2-s2.0-85142644666"
"Aulia M.; Afiff A.Z.; Hati S.R.H.; Gayatri G.","Aulia, Muhammad (58820968800); Afiff, Adi Zakaria (56728677200); Hati, Sri Rahayu Hijrah (56684881000); Gayatri, Gita (57190130530)","58820968800; 56728677200; 56684881000; 57190130530","Consumers’ sustainable investing: A systematic literature review and research agenda","2024","Cleaner and Responsible Consumption","14","","100215","","","","0","10.1016/j.clrc.2024.100215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201017197&doi=10.1016%2fj.clrc.2024.100215&partnerID=40&md5=7b0bef8de3ac3af2a929fcb0b66bcd1d","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85201017197"
"Asih K.N.; Achsani N.A.; Novianti T.; Manurung A.H.","Asih, Kiki Nindya (59240085500); Achsani, Noer Azam (35621383400); Novianti, Tanti (56593277800); Manurung, Adler Haymans (57207622302)","59240085500; 35621383400; 56593277800; 57207622302","The role of ESG-based assets in generating the dynamic optimal portfolio in Indonesia","2024","Cogent Business and Management","11","1","2382919","","","","0","10.1080/23311975.2024.2382919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199984948&doi=10.1080%2f23311975.2024.2382919&partnerID=40&md5=73cd93f1b51058462443aa8bc8bbd9bf","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199984948"
"Talan G.; Sharma G.D.; Pareira V.; Muschert G.W.","Talan, Gaurav (57205389798); Sharma, Gagan Deep (53064562000); Pareira, Vijay (59303134200); Muschert, Glenn W. (14024762700)","57205389798; 53064562000; 59303134200; 14024762700","From ESG to holistic value addition: Rethinking sustainable investment from the lens of stakeholder theory","2024","International Review of Economics and Finance","96","","103530","","","","0","10.1016/j.iref.2024.103530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202497621&doi=10.1016%2fj.iref.2024.103530&partnerID=40&md5=2b6f9f21e01e76bad644c1c1341a956f","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202497621"
"Wei L.; Chengshu W.","Wei, Li (58583282600); Chengshu, Wu (58583729200)","58583282600; 58583729200","Company ESG performance and institutional investor ownership preferences","2024","Business Ethics, the Environment and Responsibility","33","3","","287","307","20","9","10.1111/beer.12602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171390510&doi=10.1111%2fbeer.12602&partnerID=40&md5=9b479a248aea05ee3a28559df2816c7a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85171390510"
"Hasan I.; Singh S.; Kashiramka S.","Hasan, Iram (57279934400); Singh, Shveta (57281462400); Kashiramka, Smita (57196354473)","57279934400; 57281462400; 57196354473","Does Socially Responsible Investing Outperform Conventional Investing? A Cross-Country Perspective","2024","Asia-Pacific Financial Markets","","","","","","","0","10.1007/s10690-024-09489-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203263281&doi=10.1007%2fs10690-024-09489-0&partnerID=40&md5=153de48409bd607438e211d2b9e8a4ef","Article","Article in press","","Scopus","2-s2.0-85203263281"
"Hadi N.; Baihaqi J.; Rakhmawati I.; Udin U.","Hadi, Nor (57211788873); Baihaqi, Jadzil (57221558296); Rakhmawati, Ita (58843796700); Udin, Udin (57200685026)","57211788873; 57221558296; 58843796700; 57200685026","CORPORATE SOCIAL RESPONSIBILITY OBSCURATION STRATEGY: THE INEFFECTIVENESS OF SOCIAL ACCOUNTING IN CSR IMPLEMENTATION","2024","Corporate and Business Strategy Review","5","1","","54","65","11","1","10.22495/cbsrv5i1art6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183182832&doi=10.22495%2fcbsrv5i1art6&partnerID=40&md5=959b2b82c5e316bb182d0f0ea9fedf55","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85183182832"
"Foglia M.; Miglietta F.","Foglia, Matteo (57195105681); Miglietta, Federica (46661575100)","57195105681; 46661575100","Does every cloud (bubble) have a silver lining? An investigation of ESG financial markets","2024","Journal of Behavioral and Experimental Finance","42","","100928","","","","0","10.1016/j.jbef.2024.100928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189649799&doi=10.1016%2fj.jbef.2024.100928&partnerID=40&md5=67a2cd32fa3df69e74deb4714fab3025","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189649799"
"Singhania M.; Bhan I.; Chadha G.","Singhania, Monica (36158704400); Bhan, Ibna (58635095000); Chadha, Gurmani (58340454400)","36158704400; 58635095000; 58340454400","Sustainable investments: a scientometric review and research agenda","2024","Managerial Finance","50","1","","266","294","28","3","10.1108/MF-04-2023-0238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173467792&doi=10.1108%2fMF-04-2023-0238&partnerID=40&md5=606b04ab19d1e1d866db5290b03809d1","Review","Final","","Scopus","2-s2.0-85173467792"
