"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Doś A.; Foltyn-Zarychta M.","Doś, Anna (57245595000); Foltyn-Zarychta, Monika (57105843400)","57245595000; 57105843400","Socially Responsible Investment and Fiduciary Duties of Mutual Funds","2018","CSR, Sustainability, Ethics and Governance","","","","305","320","15","0","10.1007/978-3-319-70007-6_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130906503&doi=10.1007%2f978-3-319-70007-6_15&partnerID=40&md5=29f1cbc3976e608c088d56f97c2a7cf6","Book chapter","Final","","Scopus","2-s2.0-85130906503"
"Li Q.; Li R.","Li, Qianbing (36801942200); Li, Ran (57215611134)","36801942200; 57215611134","Influence of charity motivation of family business on charity behaviour: An analysis based on psychological distance","2020","Revista Argentina de Clinica Psicologica","29","2","","83","89","6","0","10.24205/03276716.2020.209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081339626&doi=10.24205%2f03276716.2020.209&partnerID=40&md5=207a0c3219cec0dd4f5c2410ad3522e6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081339626"
"Ordóñez-Castaño I.A.; Herrera-Rodríguez E.E.; Ricaurte A.M.F.; Mejía L.E.P.","Ordóñez-Castaño, Iván Andrés (57216930268); Herrera-Rodríguez, Edila Eudemia (56957212000); Ricaurte, Angélica María Franco (57223985697); Mejía, Luis Enrique Perdomo (57214332661)","57216930268; 56957212000; 57223985697; 57214332661","Voluntary disclosure of gri and csr environmental criteria in colombian companies","2021","Sustainability (Switzerland)","13","10","5405","","","","7","10.3390/su13105405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106599255&doi=10.3390%2fsu13105405&partnerID=40&md5=3bec8e037784015ca596fc6be66c840e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85106599255"
"Liou R.-S.; Rao-Nicholson R.","Liou, Ru-Shiun (55913397700); Rao-Nicholson, Rekha (57019864200)","55913397700; 57019864200","Multinational enterprises and Sustainable Development Goals: A foreign subsidiary perspective on tackling wicked problems","2021","Journal of International Business Policy","4","1","","136","151","15","36","10.1057/s42214-020-00080-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116358471&doi=10.1057%2fs42214-020-00080-8&partnerID=40&md5=61fe504f714f0a5e776c1986595d73dd","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85116358471"
"Hartzmark S.M.; Sussman A.B.","Hartzmark, Samuel M. (55705276300); Sussman, Abigail B. (36618122200)","55705276300; 36618122200","Do Investors Value Sustainability? A Natural Experiment Examining Ranking and Fund Flows","2019","Journal of Finance","74","6","","2789","2837","48","475","10.1111/jofi.12841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067659841&doi=10.1111%2fjofi.12841&partnerID=40&md5=be987447c50e713c099e6b4f037fa8d5","Article","Final","","Scopus","2-s2.0-85067659841"
"Hajer J.; Loxley J.","Hajer, Jesse (57203447972); Loxley, John (6506409479)","57203447972; 6506409479","Social Service, Private Gain The Political Economy of Social Impact Bonds","2021","Social Service, Private Gain The Political Economy of Social Impact Bonds","","","","1","40","39","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110964795&partnerID=40&md5=eb043c0d6db30b8ce02b1fcb86a6b832","Book","Final","","Scopus","2-s2.0-85110964795"
"Pompper D.","Pompper, Donnalyn (6507625960)","6507625960","Corporate social responsibility, sustainability and public relations: Negotiating multiple complex challenges","2015","Corporate Social Responsibility, Sustainability and Public Relations: Negotiating Multiple Complex Challenges","","","","1","198","197","47","10.4324/9780203733875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956846327&doi=10.4324%2f9780203733875&partnerID=40&md5=78a624d27b0327787e009cea35751a70","Book","Final","","Scopus","2-s2.0-84956846327"
"Sheth J.N.; Parvatiyar A.","Sheth, Jagdish N. (7004271172); Parvatiyar, Atul (6507633946)","7004271172; 6507633946","Sustainable Marketing: Market-Driving, Not Market-Driven","2021","Journal of Macromarketing","41","1","","150","165","15","122","10.1177/0276146720961836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091410854&doi=10.1177%2f0276146720961836&partnerID=40&md5=43cc93eb08e669ef0937b0bb05d0f8db","Article","Final","","Scopus","2-s2.0-85091410854"
"Barber B.M.; Morse A.; Yasuda A.","Barber, Brad M. (7102896501); Morse, Adair (16069094700); Yasuda, Ayako (22137153600)","7102896501; 16069094700; 22137153600","Impact investing","2021","Journal of Financial Economics","139","1","","162","185","23","204","10.1016/j.jfineco.2020.07.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089577275&doi=10.1016%2fj.jfineco.2020.07.008&partnerID=40&md5=a2dc4a7396a098e4fd43aa422beb7265","Article","Final","","Scopus","2-s2.0-85089577275"
"Capelli S.; Sabadie W.; Séguin M.","Capelli, Sonia (57189294901); Sabadie, William (57195807541); Séguin, Michel (55246900300)","57189294901; 57195807541; 55246900300","La différence coopérative fait-elle la différence pour les consommateurs ?","2019","Revue Francaise de Gestion","45","280","","29","54","25","5","10.3166/rfg.2019.00346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072738114&doi=10.3166%2frfg.2019.00346&partnerID=40&md5=518f88c5cfa9f61db2a93b1d0b9fbe98","Article","Final","","Scopus","2-s2.0-85072738114"
"Bauer R.; Ruof T.; Smeets P.","Bauer, Rob (8371215900); Ruof, Tobias (57260396400); Smeets, Paul (56719295800)","8371215900; 57260396400; 56719295800","Get Real! Individuals Prefer More Sustainable Investments","2021","Review of Financial Studies","34","8","","3976","4043","67","104","10.1093/rfs/hhab037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114996508&doi=10.1093%2frfs%2fhhab037&partnerID=40&md5=2a10faa86ad965ddfa926cc54ad09802","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85114996508"
"Bennett R.M.; Blaney R.J.P.","Bennett, Richard M. (55426170900); Blaney, Ralph J.P. (6602174416)","55426170900; 6602174416","Estimating the benefits of farm animal welfare legislation using the contingent valuation method","2003","Agricultural Economics","29","1","","85","98","13","73","10.1016/S0169-5150(03)00037-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043270526&doi=10.1016%2fS0169-5150%2803%2900037-9&partnerID=40&md5=f6983084180256c23ca6ede0b12b64c5","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0043270526"
